COUNTRY,CITY,RNUMBER(USEFUL??),PTYPE,BDAY,BMONTH,BYEAR,EDAY,EMONTH,EYEAR,ACTOR1,ACTOR2,ACTOR3,TARGET1,TARGET2,NPART,NDEATH,Deathdummy,ELOCAL,REPORTID1,REPORTID2,REPORTID3,COMMENT
Kenya,Nairobi,15,60,2,3,1976,2,3,1976,Students,Citizens,,Anniversary of Mr Kariuki's disappearance,,99,0,0,Roman Catholic cathedral,$#9C,,,"Armed riot police were used on March 2, 1976, to form a cordon in front of Nairobi's Roman Catholic cathedral when thousands of people attended a requiem mass on the first anniversary of Mr Kariuki's disappearance (which still remained officially an unsolved crime). Students who jeered and taunted the police were dispersed with tear gas and batons, and 10 arrests were made, although a separate demonstration on the Nairobi University campus to commemorate the anniversary ended peacefully."
Kenya,Nairobi,16,61,12,12,1979,12,12,1979,Nairobi University students,,,Government,,99,0,0,99,$#10A,,,Professor Ngugi's release in particular prompted a large demonstration in favour of President Moi by Nairobi University students following the announcement of the freeing of detainees on Dec.12.
Kenya,Nairobi,17,41,31,12,1980,31,12,1980,PLFP,,,Government,,99,15,1,Norfolk hotel,$#11A,,,"Bomb explosion occurred in Nairobi on Dec. 31, 1980, killing 15 people and injuring over 80 others at the city's prestigious Norfolk hotel.Kenyan Government announced on Jan. 7 that the bomb had been planted by Mr Qaddurah Mohammed Abdel Hamid, who was described as a PFLP member and Moroccan national travelling on Maltese papers."
Kenya,Nairobi,18,31,1,8,1982,1,8,1982,Members of the Kenyan Air Force,Students,,Government,,99,>1,1,99,$#12A,,,"Coup attempt by members of the Kenyan Air Force, which was quickly defeated by loyal sections of the armed services and the paramilitary General Service Unit (GSU). The rebels, who were supported by some students, briefly seized Nairobi airport, the Voice of Kenya radio station, the telecommunications station and the post office, before encouraging widespread looting of shops in Nairobi."
Kenya,Nairobi,19,31,10,2,1985,10,2,1985,Police,,,Students,,4,12-Jan,1,University,$#13A,,,"Police used teargas on Feb. 10, 1985, to disperse a crowd of some 2,000 students at an outdoor interdenominational prayer meeting held at Nairobi University. Official statements recorded that one student was killed and 65 injured, but unofficial sources claimed that 12 had died."
Kenya,Nairobi,20,60,99,11,1987,99,11,1987,Students,,,Government,,99,0,0,99,$#14A,,,The arrest of seven newly-elected leaders of the Student Organization of Nairobi University (SONU) led to riots which were vigorously suppressed by the paramilitary General Services Unit (GSU). Four foreign journalists who were found on the campus were also beaten by the GSU. 
Kenya,Nairobi,21,51,23,2,1990,23,2,1990,Mourners,,,Police,,5,0,0,99,$#15A,,,"Violent clashes between police and 15,000 mourners at a funeral service for Ouko in Nairobi on Feb. 23."
Kenya,Nairobi,22,60,30,6,1990,30,6,1990,Students,,,Police,,99,0,0,99,$#17C,,,The universitiy of Nairobi had been closed following confrontations between students and police.
Kenya,Nairobi,23,60,7,7,1990,7,7,1990,Advocates of political reform,,,Government,,4,0,0,Stadium,$#16A,$#17B,,"Rally held on July 7 by advocates of political reform was attended by some 6,000 at a stadium in Nairobi. After the police broke up the meeting the demonstration turned to violence and looting; more than 1,000 people were arrested as rioting spread to other towns."
Kenya,Nairobi,24,31,99,7,1991,99,7,1991,Government,,,Oppositon,,1,0,0,Airport,$#17A,,,Three leading opposition figures were prevented from leaving Kenya in the first week of July to attend a human rights conference in London when their passports had been withdrawn by airport security officers.
Kenya,Nairobi,25,60,3,3,1992,4,3,1992,Women protestors ,Supporters of the women,,Government,,2,0,0,99,$#18A,,,"About 50 women, demanding the release of 52 political prisoners, had begun a hunger strike in Nairobi's Uhuru Park on Feb. 28. The government, denying that it held any political prisoners, ordered the women to end their protest, saying that opposition supporters were taking advantage of it to cause unrest. The police action sparked two days of rioting by supporters of the women."
Kenya,Nairobi,26,60,2,4,1992,3,4,1992,FORD,,,Government,,99,0,0,99,$#19A,,,"General strike. In Nairobi, the area most affected by the strike, commerce and transport were disrupted on both days. On April 2 the police used batons, tear gas and live ammunition to disperse hundreds of youths who had set up roadblocks and stoned and burned cars in shanty towns on the outskirts of the capital."
Kenya,Nairobi,27,41,3,9,1992,3,9,1992,Rival factions,,,Odinga faction,,99,0,0,Near the venue of the Odinga faction's congress,$#20A,,,"A series of bomb explosions on Sept. 3 near the venue of the Odinga faction's congress and the outbreak of sporadic fighting between supporters of the two groups sparked fears of tribal violence between the Luo (followers of Odinga), and the Kikuyu and Luhya (supporters of Matiba and Shikuku respectively)"
Kenya,Nairobi,28,60,26,1,1993,26,1,1993,Demonstrators,,,KANU ,,99,0,0,99,$#21A,,,Anti-KANU demonstration which was dispersed by riot police.
Kenya,Nairobi,29,40,4,4,1995,4,4,1995,Police,,,Mwangaza Trust,,2,0,0,Offices of the Mwangaza Trust ,$#23A,,,"Two leading opposition MPs were among a group of six people arrested by police during a raid on the Nairobi offices of the Mwangaza Trust on April 4. In January the government had revoked the charitable status of the Trust, effectively banning it, declaring it to be a political party"
Kenya,Nairobi,30,51,16,10,1995,18,10,1995,Nubian community,,,Luo community,,99,          >7,1,Kibera,$#24A,,,"Three days of rioting in Kibera, a large Nairobi slum, on Oct. 16-18. Violence had erupted after the mutilated body of a Nubian youth was found in a Luo area of Kibera. At least 7 people were reported killed."
Kenya,Nairobi,32,51,23,2,1997,26,2,1997,Protesters,,,Government,,99,0,0,99,$#25A,,,Violent protests in Nairobi on Feb. 23-26 after death the of a student leader. Angry students accused the police of direct involvement in his death. The protests brought the main government area of the capital to a standstill as they erected barricades and burnt cars. 
Kenya,Nairobi,31,40,23,2,1997,26,2,1997,Government,,,Student leader,,1,1,1,University hostel,$#25B,,,"The charred body of Solomon Muruli had been found in his room at a Nairobi University hostel on Feb. 23. Witnesses said that fire had swept through the room following an explosion. Despite protests from foreign diplomats, human rights organisations and opposition groups, the police said that they did not regard Muruli’s death as murder. Angry students accused the police of direct involvement in his death."
Kenya,Nairobi,33,60,31,5,1997,31,5,1997,Opposition ,,,Government,,99,0,0,99,$#26A,$#27A,,"Opposition rally in Uhuru Park, central Nairobi, on May 31. which was broken off by the police. Riots and looting were reported in the city centre."
Kenya,Nairobi,34,60,19,6,1997,19,6,1997,Demonstrators,,,Government,,99,0,0,99,$#27B,,,Soldiers and riot police dispersed crowds of demonstrators from the streets of Nairobi on June 19 and later clashed with hundreds of students elsewhere in the capital.
Kenya,Nairobi,35,60,7,7,1997,9,7,1997,Pro-democracy protesters,,,Government,,99,          >4,1,99,$#28A,,,"Pro-democracy rallies across the country. The rallies had been organised by opposition parties, religious leaders and civil groups as part of their campaign for democratic reform in advance of elections due to be held before the end of the year. in Nairobi's All Saints Cathedral where police fired teargas and beat worshippers with pickaxe handles. Two men were apparently beaten to death as they knelt near the altar. Rev. Timothy Njoya, moderator of the Presbyterian Church of East Africa, was critically injured despite raising his hands in surrender. On July 9 the University of Nairobi and the Jomo Kenyatta University of Agriculture and Technology were closed after three days of student unrest during which two students were reportedly shot dead."
Kenya,Nairobi,36,60,14,7,1997,15,7,1997,Students,,,Government,,99,0,0,Haile Selassie Avenue,$#28B,,,"On July 14-15 thousands of students demanding democratic reform clashed with riot police in central Nairobi, with students seizing control of Haile Selassie Avenue, a main thoroughfare. Police once again used live rounds to break up the protests."
Kenya,Nairobi,37,60,8,8,1997,8,8,1997,NCEC,,,Government,,99,5,1,99,$#29A,,,"One-day general strike on Aug. 8 by the National Convention Executive Council (NCEC), a formation of opposition parties and pro-reform groups. The action was in defiance of a government ban and resulted in violence in Nairobi. a number of violent incidents were reported as demonstrators clashed with police. In the worst of the violence two policemen and three protesters were killed in outbreaks of fighting in central Nairobi and at Kiambu, 10 km to the north of the capital."
Kenya,Nairobi,38,60,1,10,1997,12,10,1997,KNUT,,,Government,,99,0,0,99,$#30B,,,"More than 287,000 primary and secondary school teachers began a strike on Oct. 1, called by the Kenya National Union of Teachers (KNUT) in support of demands for salary increases of 150-200 percent. The strike was called off October 12."
Kenya,Nairobi,39,60,10,10,1997,10,10,1997,NCEC,,,Government,,99,0,0,Outskirts,$#30A,,,"Violence broke out when the NCEC attempted to stage a rally at the Kamakunji sports ground, on the outskirts of Nairobi, on Oct. 10. The rally had been organised to commemorate approximately 100 Kenyans who, it was said, had died in political violence during the year. The rally coincided with official celebrations marking Moi's 19th year in power, and was seen by observers as a deliberate snub to the President. It was broken up by police who used teargas, batons and live ammunition to disperse the protesters. "
Kenya,Nairobi,40,60,3,2,1998,3,2,1998,Opposition ,,,President Moi,Government,99,0,0,National assembly,$#31A,,,"A group of opposition legislators heckled President Daniel arap Moi as he arrived for the first session of the new National Assembly. Some 50 MPs chanted and waved placards protesting at alleged ""genocide"" and a ""legacy of killing"", following the recent deaths of around 100 people in Rift Valley Province. "
Kenya,Nairobi,41,60,11,2,1998,11,2,1998,Senior figures in the Roman Catholic church,Opposition legislators,,Government,,99,0,0,99,$#31B,,,"On Feb. 11 senior figures in the Roman Catholic church, joined by some opposition legislators, led a peaceful march through central Nairobi (the capital) and held a prayer-meeting in Uhuru Park to protest against killings in the Rift Valley. "
Kenya,Nairobi,42,60,27,2,1998,5,3,1998,Bank employees,,,Finance Ministry ,,5,0,0,99,$#32A,,,"An estimated 12,000 bank employees went on strike on Feb. 27 after the Finance Ministry announced that it was imposing a 22 percent tax on concessionary loans to which the employees were eligible. on March 4 the Finance Minister, Simeon Nyachae, suspended the tax pending a legislative review. Consequently, on March 5 the secretary general of COTU, Joseph Mugalla, called off the threatened general strike. "
Kenya,Nairobi,43,31,16,5,1998,16,5,1998,Rwandan Tutsi businessman,,,Seth Sendashonga,,1,2,1,99,$#33A,,,"Assasination of Seth Sendashonga, a former Rwandan Interior Minister and leading Rwandan opposition figure was shot dead in his car in Nairobi, on May 16. A fellow Hutu, Bosco Kulyubukeye, who like Sendashonga was employed by the UN Environment Programme (UNEP), was also killed in the attack. a Rwandan Tutsi businessman living in Nairobi, motivated by personal revenge, had confessed to ordering Sendashonga's murder. Two other men, a Rwandan and a Ugandan, were also reported to have been arrested in connection with the killings."
Kenya,Nairobi,44,51,19,6,1998,19,6,1998,Students,NCEC,,Government,,99,0,0,99,$#34A,,,"Students rioted in Nairobi. They broke office windows, stoned cars and looted shops before police restored order. In a speech the same day, President Daniel arap Moi accused the National Convention Executive Council (NCEC) of planning to incite students to violence. "
Kenya,Nairobi,45,41,7,8,1998,7,8,1998,Martyr Khaled al-Said battalion,,,US embassy,,99,       >253,1,US Embassy,$#35A,,,"Co-ordinated bomb attacks were carried out on the US embassies in Nairobi and Dar es Salaam on Aug. 7. At least 253 people were killed in Nairobi, including 12 US citizens, and around 5,000 others were injured. "
Kenya,Nairobi,46,60,99,2,1999,99,2,1999,Students,,,Government,,99,0,0,99,$#36A,,,"During February students at the Nairobi and Kenyatta Universities led protests against plans to redevelop the protected Karura forest on the outskirts of Nairobi, the capital. The demonstrators opposed plans to construct a luxury housing estate in the government-owned forest."
Kenya,Nairobi,47,60,10,6,1999,10,6,1999,Church leaders,Opposition members of the national assembly,,Government,,99,0,0,Assembly,$#37A,,,"Church leaders, opposition members of the National Assembly, and others were reportedly attacked by riot police on June 10 as they gathered outside the Assembly in Nairobi (the capital) to protest against the decision that a proposed review of the constitution was to be carried out solely by the National Assembly."
Kenya,Nairobi,48,60,7,7,1999,8,7,1999,Opposition ,,,Government,,5,1,1,99,$#38A,,,"A rally of 10,000 people by opposition groups calling for a nationwide strike to force Moi's government to resign was held on July 7 in Nairobi, the capital. It coincided with a two-day strike by minibus operators in which at least 320 people were arrested in street fighting and one man was shot by the police."
Kenya,Nairobi,49,60,30,8,2000,30,8,2000,Protesters,,,Government,,3,0,0,99,$#39A,,,"Hundreds of people marched through central Nairobi on Aug. 30 in protest of the murder of a Roman Catholic priest, Fr John Kaiser, in what many alleged was a political murder."
Kenya,Nairobi,50,31,19,11,2000,19,11,2000,Police,,,Director of a small chemical company,,99,0,0,99,$#40A,,,"It was reported in mid-November that over 120 people had died in the capital Nairobi after drinking chang’aa, an illicit gin-like drink, laced with industrial methanol.  Some 400 other people had been hospitalised, and doctors warned that many of the injured would die or be permanently blinded.  The Guardian of Nov. 18 reported that some 6,000 Kenyans had died in 1999 as a result of drinking illegal spirits. A police spokesman said on Nov. 19 that 22 people had been arrested in connection with the deaths, including the director of a small chemical company."
