COUNTRY,CITY,RNUMBER(USEFUL??),PTYPE,BDAY,BMONTH,BYEAR,EDAY,EMONTH,EYEAR,ACTOR1,ACTOR2,ACTOR3,TARGET1,TARGET2,NPART,NDEATH,Deathdummy,ELOCAL,REPORTID1,REPORTID2,REPORTID3,COMMENT
Nigeria,Lagos,41,31,16,12,1995,17,12,1995,Armed arsonists ,,,Guardian newspaper building,,99,0,0,Guardian newspaper building,$#30A,,,"During the weekend of Dec. 16-17, armed arsonists were reported to have set fire to part of the Guardian newspaper building in Lagos. The office of The News magazine was reported at the end of December to have been set alight, causing publication to be suspended."
Nigeria,Lagos,42,31,4,6,1996,4,6,1996,Unidentified assailants ,,,Kudirat Abiola,,99,1,1,Northern district,$#31A,$#41A,,"Kudirat Abiola, the senior wife of Chief Moshood ""MKO"" Abiola, the presumed winner of the 1993 presidential elections, was killed on June 4 when unidentified assailants opened fire on her car in a northern district of Lagos near her home. Her driver was wounded."
Nigeria,Lagos,43,41,99,12,1996,99,12,1996,Nadeco,,,Col. Muhammad Marwa,Government,99,0,0,99,$#32B,$#35B,,"Two bombs had exploded in the city during December, apparently aimed at Col. Muhammad Marwa, the military administrator of Lagos and close aide of Gen. Sani Abacha, the country’s military ruler. No one claimed responsibility for the attacks. NADECO had been blamed for a series of anonymous bomb attacks on military personnel between December 1996 and May 1997 (See $#35B). "
Nigeria,Lagos,44,41,7,1,1997,7,1,1997,Nadeco,,,Army,Government,99,2,1,99,$#32A,$#35B,,Two soldiers died and 29 others were wounded on Jan. 7 by a bomb which detonated as their army bus passed a bus stop in Lagos. Two civilians were also injured in the attack. NADECO had been blamed for a series of anonymous bomb attacks on military personnel between December 1996 and May 1997 (See $#35B).
Nigeria,Lagos,45,41,12,2,1997,12,2,1997,Nadeco,,,Government,,99,0,0,99,$#33A,$#35B,,There was a further bomb attack on Feb. 12 when five soldiers and three civilians were injured by a nail-bomb in a Lagos street. NADECO had been blamed for a series of anonymous bomb attacks on military personnel between December 1996 and May 1997 (See $#35B).
Nigeria,Lagos,46,41,7,5,1997,7,5,1997,Nadeco,,,Army,Government,99,0,0,Outside army barracs in Yaba,$#34A,$#35B,,"A bomb exploded outside an army barracks in the Lagos suburb of Yaba, on May 7, wounding five soldiers. Shortly afterwards a second explosion nearby caused considerable panic in the locality.  Five suspects were later detained. NADECO had been blamed for a series of anonymous bomb attacks on military personnel between December 1996 and May 1997 (See $#35B)."
Nigeria,Lagos,47,40,9,10,1997,9,10,1997,Police,,,Journalist,,99,1,1,99,$#35A,,,"A journalist on the staff of the Lagos-based magazine Fame, named as Gareth Ateluye, was reported on Oct. 9 to have died after being released from police custody. Whilst in detention, according to the opposition Radio Kudirat, he had been tortured ""to the point of death""."
Nigeria,Lagos,48,41,24,4,1998,24,4,1998,99,,,Government,,99,>1,1,99,$#36A,,,"The Agence France-Presse (AFP) news agency reported on April 24 that nine people had been killed in two bomb attacks on April 23-24, in which one of these bombs went off in Lagos."
Nigeria,Lagos,49,31,27,5,1998,27,5,1998,Islamic extremists,,,Government,,99,>8,1,99,$#37A,,,"Armed confrontation between the security forces and Islamic extremists who were demanding the release of their spiritual leader, Ibrahim Yakub al-Zagzaki. At least eight people, including four policemen, were reportedly killed.["
Nigeria,Lagos,50,60,12,6,1998,12,6,1998,Opposition,,,Government,,99,0,0,99,$#38A,,,"The security forces dispersed an opposition protest in Lagos on June 12, the protesters were demanding the release of Gani Fawehinmi, a lawyer who had helped to organise the protests, was briefly arrested, as was a wife of Abiola."
Nigeria,Lagos,51,51,1,3,1999,1,3,1999,Rioters,,,Government,,99,7,1,Police stations,$#39B,,,Murder of a policeman and the destruction of two police stations on March 1 in rioting which was believed to have been connected with Obasanjo's victory in the elections. Six rioters were also reported to have been killed in the violence.
Nigeria,Lagos,52,51,3,3,1999,3,3,1999,Rioters,,,Government,,99,>5,1,Police barracks and ploice station in the outskirts,$#39A,,,"At least five policemen were killed on March 3 when rioters in Lagos attacked and badly damaged a police barracks and burnt down a police station on the city's outskirts. The attackers were thought to have been supporters of the defeated presidential candidate, Olu Falae, protesting against perceived electoral fraud. "
Nigeria,Lagos,53,51,9,9,1999,9,9,1999,Factions of NDWU,,,Factions of NDWU,,99,10,1,99,$#40A,,,Ten people died in Lagos on Sept. 9 during clashes between factions of the Nigerian DockWorkers Union (NDWU). The fighting was apparently caused by a dispute over election results to the leadership of the union.
Nigeria,Lagos,54,51,25,11,1999,26,11,1999,Yorubas,,,Hausas,,99,>50,1,Market district,$#42A,,,"Ethnic clashes between Yorubas and Hausas--Nigeria’s two largest ethnic groups--broke out in a market district of Lagos on Nov. 25-26.  At least 50 people died in the fighting.  President Olusegun Obasanjo ordered the police to shoot rioters on sight to restore order, and blamed the clashes on the hardline Yoruba nationalist group the Odua People’s Congress (OPC).  The OPC denied responsibility for the disorder"
Nigeria,Lagos,55,60,8,6,2000,13,6,2000,NLC,,,Government,,99,0,0,99,$#43A,,,"The Nigeria Labour Congress (NLC) called a general strike on June 8 to protest against the price increases.  Initially, the strike drew in public sector and transport workers, but on June 9 blue and white-collar oil workers also joined the action. The strike was called off on June 13."
Nigeria,Lagos,56,51,12,10,2000,18,10,2000,OPC,,,Hausas,,99,60-100,1,99,$#44A,,,"Clashes broke out in Lagos on Oct. 12 between the Odua People’s Congress (OPC)--the Yoruba separatist organisation--and Hausas .  Police, supported by troops, tried to quell the violence, but fighting flared up again on Oct. 18, with clashes spreading into the business district of Lagos before police and troops finally restored order. The Lagos State police estimated that 60 people were killed and 30 wounded in the clashes.  However, other estimates put the number of dead at over 100."
Nigeria,Lagos,57,31,27,1,2002,27,1,2002,Fire,,,Arms depot,,99,600,1,Ikeja army barracks,$#45A,,,"A series of explosions at an arms depot at the Ikeja army barracks in Lagos on Jan. 27 resulted in large numbers of civilian casualties.  By the end of the month 600 people were known to have died in the disaster, but a further 1,100 people were reported missing. The explosions began when a fire spread from a petrol station to the depot and detonated munitions there.  The blasts propelled shrapnel in all directions, destroying homes and businesses and shattering windows in offices some 15 km away."
Nigeria,Lagos,58,60,1,2,2002,1,2,2002,Police,,,Government,,99,0,0,99,$#46A,,,"A strike by police officers in the south-eastern Cross River state in late January spread to Lagos and a number of other cities on Feb. 1.  The police took the action in support of their demands for payment of wage arrears and for an improvement in working conditions.  The government said that it did not regard the action as a strike, but as a mutiny.  However, President Olusegun Obasanjo issued a statement on Feb. 1 saying that he had approved the immediate release of funds for the payment of outstanding police salaries."
Nigeria,Lagos,59,41,2,2,2003,2,2,2003,Bank employees,,,Government,,99,>40,1,Bank ,$#47A,,,"A powerful explosion on Feb. 2 destroyed a bank and several other buildings in central Lagos, killing at least 40 people.  Looting and fights broke out after the blast, as hundreds of people fought over cash from the demolished bank.  Initially, the authorities said that the explosion was an accident, but it was later reclassified as a bombing after evidence of explosives was discovered at the scene.  A number of bank employees were arrested in connection with the explosion."
Nigeria,Lagos,60,60,30,6,2003,8,7,2003,NLC,,,Government,,99,>10,1,99,$#48A,$#49A,,"General strike called by the Nigeria Labour Congress (NLC) to protest at the government’s decision (taken on June 20) to increase the price of petrol by more than 50 per cent.  Ports, banks, shops, and petrol stations were closed, despite the police firing teargas and live rounds to disperse protesters in Abuja, the capital, and Lagos. The police battled with demonstrators in Abuja, the capital, and Lagos, the country’s commercial hub, on July 1, leaving at least eight people dead. Officials from the Nigeria Labour Congress (NLC) said on July 7 that the police had that day shot dead at least 10 protesters during violence in Lagos. "
Nigeria,Lagos,61,60,15,5,2004,15,5,2004,Protesters,,,Government,,3,0,0,99,$#50A,,,"March to protest against the Obasanjo government, which they accused of being “a civilian dictatorship”."
Nigeria,Lagos,62,60,9,6,2004,9,6,2004,NLC,,,Government,,99,0,0,99,$#51A,,,General strike organized by NLC in protest at fuel price rises on June 9
Nigeria,Lagos,63,60,11,10,2004,14,10,2004,NLC,,,Government,,99,0,0,99,$#52A,,,NLC called a general strike on Oct. 11-14 to protest at rising fuel prices.  The strike was triggered by a rise in September of about 25 per cent.
Nigeria,Lagos,64,60,31,10,2004,99,99,2004,NLC ,Coalition of civil society groups ,,Government,,99,0,0,99,$#52B,,,The NLC and a wider coalition of civil society groups called another general strike on Oct. 31 against the fuel prices.
Nigeria,Lagos,65,51,4,10,2005,4,10,2005,Army units,,,Police,,99,3,1,99,$#53A,,,"Police and army units fought running battles after a clash between a soldier and a policeman. Three people were killed in central Lagos. The unrest quickly spread through central Lagos, with gangs of “street boys” taking advantage of the chaos to loot and steal. "
Nigeria,Lagos,66,31,26,12,2006,26,12,2006,Armed gangs,,,Pipeline,,99,>265,1,Abule Egba area,$#54A,,,"A ruptured oil pipeline exploded in Lagos, the commercial capital, on Dec. 26, killing at least 265 people and badly injuring many more. "
Tibet,Lhasa,1,30,9,2,1966,11,2,1966,Maoists,,,General Chang Kuohua,,99,120,1,99,$#1B,,,"Martial law imposed on the city, possible that strikes had taken place during Feb/March"
Tibet,Lhasa,2,30,25,8,1966,25,8,1966,The Red Guards,,,Buddhist temple,,11,-99,0,Principal Temple,$#1A,,,Start of violent anti-religious campaign
Tibet,Lhasa,3,51,27,9,1987,1,10,1987,Tibetans,Foreigners,,Chinese authorities,,4,6,1,"Jokhang Temple,  Regional Government Building",$#2A,,,19 policemen injured; reaction to 2 executions on Sep 24th
Tibet,Lhasa,4,60,6,10,1987,6,10,1987,Monks,,,Police,Chinese Authorities,2,0,0,99,$#2B,,,"Around 80 Tibetan monks marched through Lhasa on the eve of the anniversary of the entry of the Chinese army into Tibet in 1950 , and called for a free and independent Tibet and the return of the Dalai Lama. "
Tibet,Lhasa,5,51,5,3,1989,7,3,1989,Buddhists,,,Chinese authorities,,3,16,1,Tibetian Quarter,$#4A,$#3A,$#5A,Exiled Tibetians claim 60 dead; over 100 injured
Tibet,Lhasa,6,60,2,3,1991,2,3,1991,Monks,,,Chinese authorities,,11,0,0,Jokhang Temple,$#8A,,,5 monks arrested
Tibet,Lhasa,7,60,26,5,1991,26,5,1991,Tibetans,,,Chinese authorities,,99,-99,0,Jokhang Temple,$#7A,,,A brief anti-Chinese protest outside the Jokhang Temple in Lhasa 
Tibet,Lhasa,8,60,99,9,1991,99,10,1991,Tibetans,,,Chinese authorities,,99,-99,0,99,$#6A,,,Alleged killing of monk by police during protest
Tibet,Lhasa,9,60,20,3,1992,20,3,1992,Tibetans,,,Chinese authorities,,99,-99,0,99,$#9A,,,Broken up by police
Tibet,Lhasa,10,60,23,5,1993,24,5,1993,Tibetans,,,Chinese authorities,,99,-99,0,99,$#11A,,,"""Most serious and violent protests since the imposition of martial law in 1989""; use of tear gas and live ammunition"
Tibet,Lhasa,11,41,5,6,1993,5,6,1993,99,,,99,,99,3,1,99,$#10A,,,70kg bomb; 11 injured
Tibet,Lhasa,12,60,9,12,1993,14,12,1993,Nuns,,,Chinese authorities,,99,-99,0,99,$#12A,,,Suppressed by authorities; at least 22 arrested
Tibet,Lhasa,13,41,99,8,1995,99,8,1995,99,,,Chinese Memorial Plaque,,99,0,0,City Centre,$#13A,,,2 small bombs
Tibet,Lhasa,14,50,99,4,1996,99,5,1996,Buddhists,,,Chinese authorities,,11,-99,0,99,$#15A,,,2 unconfirmed dead; over 80 injured; reaction to banning of religious symbols
Tibet,Lhasa,15,41,25,12,1996,25,12,1996,99,,,Chinese authorities,,99,0,0,Metropolitan District,$#14A,,,Large bomb; 5 injured; Chinese Authorities and Buddhist groups accuse each other
Togo,Lomé,1,31,21,1,1962,21,1,1962,Opposition,Ghana,,President Olympic,,1,1,1,President Olympic's home,$#1A,,,"Attempt to assassinate President Olympic was made in the early hours of Jan. 21, 1962"
Togo,Lomé,2,31,13,1,1963,13,1,1963,Army,,,President Olympic,,99,1,1,President's residence,$#2A,,,Assassination of President Olympic by army mutineers
Togo,Lomé,3,60,20,11,1966,21,11,1966,Demonstrators,,,President Grunitzky's regime,,4,0,0,99,$#3B,,,Demonstration against the President in the streets of Lome following an attempted coup
Togo,Lomé,4,31,13,1,1967,13,1,1967,Army,,,President Grunitzky,,99,0,0,99,$#3A,,,"Bloodless coup by the Army, President Grunitzky announced his voluntary withdrawal from office"
Togo,Lomé,5,51,9,3,1985,22,3,1985,Supporters of presidential candidates,,,Rival supporters,,99,-99,0,99,$#4A,,,Several outbreaks of violence between supporters of rival candidates in Lome and elsewhere during election campaign between March 9-22
Togo,Lomé,6,41,3,8,1985,3,8,1985,99,,,Government,,99,0,0,99,$#5A,,,"Bomb attack causing damage to prominent buildings in the capital, Lome. No group or individual claimed responsibility, although President Eyadema blamed the MTD; evidence showed that the devices had been placed by an individual or individuals with an expert knowledge of explosives."
Togo,Lomé,7,41,16,8,1985,16,8,1985,99,,,Government,,99,0,0,99,$#5B,,,"Bomb attack causing damage to prominent buildings in the capital, Lome. No group or individual claimed responsibility, although President Eyadema blamed the MTD; evidence showed that the devices had been placed by an individual or individuals with an expert knowledge of explosives."
Togo,Lomé,8,41,24,8,1985,24,8,1985,99,,,Government,,99,0,0,99,$#5C,,,"Bomb attack causing damage to prominent buildings in the capital, Lome. No group or individual claimed responsibility, although President Eyadema blamed the MTD; evidence showed that the devices had been placed by an individual or individuals with an expert knowledge of explosives."
Togo,Lomé,9,41,23,9,1985,27,9,1985,99,,,Government,,99,0,0,99,$#5D,,,"Two bomb attack causing damage to prominent buildings in the capital, Lome. No group or individual claimed responsibility, although President Eyadema blamed the MTD; evidence showed that the devices had been placed by an individual or individuals with an expert knowledge of explosives."
Togo,Lomé,10,41,4,12,1985,4,12,1985,99,,,Government,,99,2,1,99,$#5E,,,"Bomb attack causing damage to prominent buildings in the capital, Lome. No group or individual claimed responsibility, although President Eyadema blamed the MTD; evidence showed that the devices had been placed by an individual or individuals with an expert knowledge of explosives."
Togo,Lomé,11,31,23,9,1986,24,9,1986,Terrorist commando unit,,,President Eyadema,,99,>26,1,Military barracks,$#6A,,,Coup attempt by well-armed 'terrorist commando unit'
Togo,Lomé,12,51,5,10,1990,5,10,1990,Public,,,Government,,4,4,1,Government buildings and official cars in the city centre,$#7A,,,Rioting which called for an end to one-party rule and the release of detainees
Togo,Lomé,13,60,8,10,1990,11,10,1990,Lawyers,,,Government,,99,0,0,99,$#7B,,,Protest strike from lawyers
Togo,Lomé,14,51,12,3,1991,16,3,1991,Students ,Opposition movements,,Government,,99,2,1,Campus and street demonstrations,$#8A,,,"Several days of campus and street demonstrations during the first two weeks of March which ended on March 16, where a policeman and a 12-year-old boy died during violence in Lomé"
Togo,Lomé,15,51,99,4,1991,10,4,1991,Students ,Citizens,Taxi drivers,Government,,99,36,1,99,$#9A,,,"The rioting which had shaken Lomé, during March, continued into April as students and citizens pressed demands for political reform, a strike from taxi drivers on April 9 against cancelling of increased petrol prices and new outbreaks of rioting spread to working class districts "
Togo,Lomé,16,31,1,10,1991,1,10,1991,Soldiers,,,Government,,99,0,0,Radio and televison station,$#10A,,,Coup attempt. Soldiers loyal to President Eyadema twice stormed a local radio and television station in separate attempts to return him to power 
Togo,Lomé,17,51,1,10,1991,1,10,1991,Demonstrators,,,Soldiers,,4,8-Jun,1,99,$#10B,,,Demonstrators pelted the soldiers with stones and later there were demonstartions in support of Koffigoh
Togo,Lomé,18,51,8,10,1991,8,10,1991,Pro-Koffigoh demonstrators,,,Eyadema,,99,7,1,Property of Eyadema's entourage,$#10C,,,Pro-Koffigoh demonstrators attacked property belonging to Eyadema's entourage
Togo,Lomé,19,60,9,2,1992,9,2,1992,Opposition,,,Government,,5,0,0,99,$#11A,,,Mass rally organized by 12 opposition groups in response to an opposition call to mobilize for the victory of democracy
Togo,Lomé,20,60,6,5,1992,10,5,1992,Opposition,,,President Eyadema,Prime minister Koffigoh,99,0,0,99,$#12A,,,"Thousands of demonstrators took to the streets of Lomé calling for the resignation of President Gnassingbe Eyadema and Prime Minister Joseph Kokou Koffigoh, who, they claimed, were ""accomplices"" in the attack of several opposition figures. Followed was a three-day general strike"
Togo,Lomé,21,31,10,7,1992,10,7,1992,99,,,House of Representatives,,99,0,0,House of Representatives,$#13C,,,"Up to three grenades exploded in the House of Representatives on July 10, two hours before a memorial service for opposition leader Marc Atti Depe, who had been killed during the attack on Olympio"
Togo,Lomé,22,31,24,7,1992,24,7,1992,Gunmen,,,Tavio Amorin,,99,1,1,99,$#13A,,,"Armed attack on Tavio Amorin, leader of the Pan-Africanist Socialist Party, died on July 29"
Togo,Lomé,23,60,30,7,1992,30,7,1992,Youths,,,Government,,99,0,0,99,$#13B,,,Demonstrations by youths who claimed that the killing was part of a plot to eliminate critics of the President
Togo,Lomé,24,31,28,8,1992,29,8,1992,99,,,Raphael Houyenga,,99,0,0,Home of Raphael Houyenga,$#14A,,,"Home of Raphael Houyenga, Director of the Prime Minister's Cabinet, was bombed"
Togo,Lomé,25,31,5,9,1992,5,9,1992,99,,,Nguessan Ouattara,,99,0,0,Home of Nguessan Ouattara,$#14B,,,"Home of Nguessan Ouattara, chairman of the opposition Democratic Convention of African Peoples,  got damaged by a bomb"
Togo,Lomé,26,31,8,9,1992,8,9,1992,99,,,Minister Joseph Yao Amefia,,99,0,0,99,$#14C,,,Minister nearly escaped assasination attempt
Togo,Lomé,27,60,11,11,1992,11,11,1992,Public,,,Government,,4,0,0,99,$#15A,,,"Thousands of people in Lomé demonstrated in favour of Koffigoh, who had dismissed two ministers which President Eyadema blocked their removal"
Togo,Lomé,28,60,16,11,1992,27,11,1992,Opposition parties,,,Government,,99,3,1,99,$#15B,,,"General strike call launched on Nov. 16 by the Collectif des syndicats indépendants and the Collective of the Democratic Opposition-2, Mass rally on November 22 in support of the strike. 3 people killed in shootout between demonstratiors and police on November 27. "
Togo,Lomé,29,51,25,1,1993,25,1,1993,Demonstrators,,,Marcel Debarge,Helmut Schäfer,99,22-50,1,99,$#16A,,,"Demonstration organized ""in honour"" of the visiting French Minister-Delegate for Co-operation and Development Marcel Debarge and German Secretary of State for Foreign Affairs Helmut Schäfer."
Togo,Lomé,30,31,30,1,1993,30,1,1993,Soldiers,,,Civilians,,99,6,1,99,$#17A,,,"At least six civilians had been killed as soldiers rampaged through the streets on Jan. 30 acting in revenge for the death of one of their number on Jan. 29. According to local reports by Feb. 6 at least 300,000 people--half the population of Lomé--had fled into Ghana and Benin to escape the violence"
Togo,Lomé,31,31,5,1,1994,7,1,1994,Gunmen,,,President Eyademaand,,99,40-58,1,Tokoin barracks,$#18A,,,"Heavy fighting in and around the capital's main military base, the Tokoin barracks in central Lomé in what officials said was an attempt to assassinate President Gnassingbe Eyademaand overthrow the government"
Togo,Lomé,32,51,20,2,1994,20,2,1994,Armed gangs,,,Polling booths,Opposition supporters,99,0,0,Polling booths,$#19B,,,"Second-round voting on Feb. 20 was itself marred by violence, with reports of armed gangs attacking polling booths and opposition supporters."
Togo,Lomé,33,51,99,2,1994,99,2,1994,99,,,Opposition supporters,,99,0,0,99,$#19A,,,Togo's first multiparty legislative elections was merred with violence
Togo,Lomé,34,60,24,6,1998,27,2,1998,Supporters of Olympio,,,Government,,99,0,0,99,$#20A,,,Demonstrations in Lomé by supporters of Olympio who alleged that he was the true winner of the poll
Togo,Lomé,35,31,16,8,1998,16,8,1998,Gunmen from Ghana,,,Army,Government,99,3,1,Armed positions at the border,$#21A,,,"Artillery fire which apparently emanated from across the Ghanaian border. Government forces had arrested armed men from Ghana after they had crossed the border into Togo and had begun to fire on army positions. Gilchrist Olympio who was himself in exile in Ghana, claimed that the attack was a ""government ploy"" and that three people had been killed."
Togo,Lomé,36,51,20,11,2004,20,11,2004,Public,,,President Eyadema,,6,13,1,Residence of President Eyadema,$#22A,,,Demonstration to celebrate the lifting of economic sanctions imposed on Togo in 1993. Deaths occurred after hundreds of thousands of people marched on the residence of President Eyadema
Togo,Lomé,37,60,11,2,2005,18,2,2005,Opposition,,,President Gnassingbé ,,99,>0,1,99,$#23A,,,Opposition protests against President Gnassingbé
Togo,Lomé,38,51,26,4,2005,26,4,2005,President Faure Gnassingbé,,,Opposition supporters,,99,23,1,99,$#24A,,,Opposition supporters took to the streets of Lomé and set up barricades. Over 20 people were killed in fighting between opposition supporters and riot police
Togo,Lomé,39,51,99,5,2005,99,5,2005,Togo nationals,,,German cultural centre,Other foreigners,99,0,0,99,$#25A,,,"German nationals and other foreigners had been forced to flee the capital, Lomé, after the German cultural centre in the city had been razed to the ground to avoid post-election violence. 22 600 people had fled into neighbouring Benin and Ghana to avoid post-election violence, which had resulted in at least 100 deaths in Togo. Most of the refugees were from southern areas traditionally loyal to the opposition Union of Forces for Change"
Angola,Luanda,1,30,4,2,1961,11,2,1961,Africans,,,Police stations ,Security forces,12,44,1,99,$#1A,,,"On Feb. 4 three bands of armed Africans attacked police stations, new attacks on Feb. 5 and 11, eight members of the security forces and 36 Africans were killed in the incidents"
Angola,Luanda,2,62,99,10,1965,99,10,1965,Portuguese opposition,,,Opposition's program for independence,,99,0,0,99,$#2A,,,Popular demonstrations against the Portuguese political opposition's program for independence for the African territories were reported from Luanda
Angola,Luanda,3,10,99,5,1970,99,5,1970,Guerillas ,,,Government,,99,>0,1,99,$#3A,,,Unclear to what extent Luanda was affected by the guerrilla warfare in May 1970
Angola,Luanda,4,51,10,7,1974,17,7,1974,Africans,,,Whites,,12,52,1,99,$#4A,,,"Following the murder of a White taxi-driver in Luanda during the night of July 10-11, tension between the Black and White communities erupted into violence. the final casualty figures after a week with violence were 52 dead and over 200 wounded"
Angola,Luanda,6,62,5,8,1974,5,8,1974,Demonstrators,,,MPLA,FNLA,99,-99,0,99,$#4B,,,Demonstration against the MPLA and the FNLA on Aug. 5
Angola,Luanda,5,42,5,8,1974,14,8,1974,Whites,United Angolan Resistance (RUA),UNITA,Africans,,99,30,1,99,$#4C,,,30 were killed in several attacks against african civilians
Angola,Luanda,7,40,14,10,1974,14,10,1974,Portuguese soldiers ,,,Slum dwellers,,11,6,1,99,$#4E,,,"On Oct. 14, six persons were shot and several hurt by Portuguese soldiers in a muceque [slum quarter]"
Angola,Luanda,8,20,5,11,1974,11,11,1974,Africans,,,Whites,,12,100,1,99,$#4D,,,"A fresh outburst of violence occurred on Nov. 5-11, resulting in the death of about 100 people and the wounding of some 200"
Angola,Luanda,9,51,3,2,1975,3,2,1975,Africans,,,Whites,,99,10,1,99,$#5A,,,Racial incidents in a Luanda suburb on Feb. 3 had resulted in the death of 10 people
Angola,Luanda,10,30,8,2,1975,13,2,1975,MPLA faction,,,MPLA faction,,99,37,1,99,$#5B,,,37 killed in incidents between the two factions of the MPLA
Angola,Luanda,11,20,17,3,1975,20,3,1975,MPLA,,,FNLA,,99,70,1,99,$#5C,,,"Serious shooting incidents during in the days before March 20 between the MPLA and the F'NLA in which, according to the Portuguese news agency ANI, some 70 people were killed and about 100 injured"
Angola,Luanda,12,20,27,3,1975,27,3,1975,FNLA,,,MPLA,,99,-99,0,99,$#5D,,,Sporadic fighting between FNLA and MPLA on March 27
Angola,Luanda,13,20,28,4,1975,4,5,1975,MPLA,,,FNLA,,12,500-1000,1,99,$#6A,,,"Fighting broke out in Luanda an April 28 between supporters of the MPLA and the FNLA and continued until May 4 during this period between 500 and 1,000 people were estimated to have been killed (many of them civilians caught in crossfire). "
Angola,Luanda,14,20,23,6,1975,23,6,1975,MPLA,,,FNLA,,99,-99,0,99,$#6B,,,Hostilities broke out again on June 23
Angola,Luanda,15,20,9,7,1975,11,8,1975,MPLA,,,FNLA,UNITA,99,>300,1,99,$#6C,,,"Further heavy fighting erupted on July 9, and again on July 12 when the MPLA attacked and destroyed the headquarters of the FNLA in Luanda. ...death toll was reported to have reached 300, with 1,000 wounded. Fighting continued til Aug. 11 when both FNLA and UNITA were driven out of Luanda"
Angola,Luanda,16,30,27,7,1975,27,7,1975,Portuguese soldiers,,,MPLA ,,99,20,1,99,$#6D,,,"On July 27 a total of 20 people were killed in Luanda when Portuguese soldiers fired on MPLA troops, following an incident the night before when the MPLA had opened fire on a Portuguese patrol, seriously wounding one man"
Angola,Luanda,17,61,23,3,1977,23,3,1977,Fidel Castro,,,99,,12,0,0,99,$#7A,,,Thousands of Angolans gave Dr Castro a tumultuous welcome on March 23
Angola,Luanda,18,30,27,5,1977,27,5,1977,MPLA faction,,,Neto government ,,99,200,1,99,$#8A,,,An attempt was made in the early hours of May 27 to overthrow the Government of President Agostinho Neto but was put down the same day by the armed forces; up to 200 people were killed 
Angola,Luanda,19,61,18,12,1978,18,12,1978,President Neto,,,99,,99,-99,0,99,$#9A,,,Rally in Luanda led by President Neto
Angola,Luanda,20,41,99,99,1978,99,6,1980,UNITA,,,Government,,99,>0,1,99,$#10A,,,In 1978 UNITA mounted a bombing campaign in Luanda
Angola,Luanda,21,41,30,11,1981,30,11,1981,UNITA,,,Oil refinery,Government,99,-99,0,99,$#11A,,,"UNITA attacked a state-run oil refinery in Luanda on Nov.30, 1981"
Angola,Luanda,22,41,8,11,1982,8,11,1982,UNITA,,,Conference centre ,,99,-99,0,99,$#12A,,,A UNITA attack destroyed an international conference centre in Luanda on Nov. 8 1982
Angola,Luanda,23,31,29,7,1984,29,7,1984,UNITA,South African commando unit,,Cargo ships ,,11,-99,0,Luanda harbour ,$#13A,,,"UNITA also claimed responsibility for laying mines which damaged two cargo ships in Luanda harbour on July 29, suspected South African involvement"
Angola,Luanda,24,41,25,11,1984,25,11,1984,UNITA,,,Power supply,Government,99,-99,0,99,$#14A,,,UNITA sabotaged Luanda's power supply 
Angola,Luanda,25,41,99,3,1985,99,3,1985,UNITA,,,Power supply,Government,99,-99,0,99,$#14B,,,UNITA sabotaged Luanda's power supply 
Angola,Luanda,26,41,99,6,1985,99,6,1985,UNITA,,,Power supply,Government,99,-99,0,99,$#14C,,,UNITA sabotaged Luanda's power supply 
Angola,Luanda,27,41,29,11,1990,29,11,1990,UNITA,,,Oil refinery,Government,99,-99,0,99,$#15A,,,UNITA rebel attack on Nov. 29 caused substantial damage to Luanda's oil refinery
Angola,Luanda,28,41,27,12,1990,27,12,1990,Terrorists,,,Luanda airport ,,99,0,0,Luanda airport ,$#15B,,,"Bomb attack at Luanda airport on Dec. 27, caused extensive damage but no casualties."
Angola,Luanda,29,61,2,6,1991,2,6,1991,President dos Santos ,People of Luanda,,99,,5,0,0,99,$#16A,,,Mass meting marking the end of civil war
Angola,Luanda,30,62,27,9,1991,27,9,1991,UNITA supporters ,,,99,,4,0,0,Luanda airport ,$#17A,,,"Savimbi was greeted by 5,000 UNITA supporters when he returned to Luanda for the first time in 16 years"
Angola,Luanda,31,10,11,10,1992,11,10,1992,UNITA,,,Government,,99,>0,1,99,$#18A,,,"On Oct. 11, heavy fighting between armed UNITA members and police broke out in Luanda."
Angola,Luanda,32,10,1,11,1992,5,11,1992,UNITA,,,Government,,99,>0,1,99,$#19A,,,"Serious fighting between Nov. 1 and 5 in Luanda and the central and southern towns of Benguela, Huambo, Lobita and Lubango, in which at least 1,000 people were killed."
Angola,Luanda,33,41,24,1,1993,25,1,1993,UNITA,,,Water supply,,99,-99,0,99,$#20A,,,On Jan. 24 and Jan. 25 UNITA cut Luanda's water supplies
Angola,Luanda,34,31,17,1,1995,17,1,1995,Gunmen,,,Journalist,,1,1,1,99,$#21A,,,A newspaper journalist was shot dead outside his Luanda home by unknown assailants on Jan. 17
Angola,Luanda,35,60,11,3,2000,11,3,2000,Opposition parties ,,,Government,,99,0,0,99,$#22A,,,"On March 11 seven small opposition parties organised a public demonstration against the dramatic increase in the cost of food and public transport following a rise in the price of motor vehicle fuel of 1,600 per cent"
Angola,Luanda,36,61,23,2,2002,23,2,2002,People of Luanda,,,UNITA,,99,0,0,99,$#23A,,,News of Savimbi’s death brought jubilation in Luanda - a government stronghold
